instructions,LLC-stores,L1-icache-load-misses,branch-load-misses,node-load-misses,rd_req,rd_bytes,wr_req,wr_bytes,flush_operations,rd_total_times,wr_total_times,flush_total_times,label
74907384,7704,9672,300622,0,0,0,0,0,0,0,0,0,0
73396427,15045,5209,343187,1,0,0,0,0,0,0,0,0,0
74523035,8916,5838,372167,0,0,0,0,0,0,0,0,0,0
69663770,951,15261,503830,0,0,0,0,0,0,0,0,0,0
79608523,14903,10373,359237,1,0,0,0,0,0,0,0,0,0
80671818,6220,5373,322120,1,0,0,0,0,0,0,0,0,0
71773899,896,11223,381179,1,0,0,0,0,0,0,0,0,0
68337252,12627,34158,388196,1,0,0,16,2097152,0,0,67338696,0,0
77203780,5910,29457,328221,0,0,0,0,0,0,0,0,0,0
65051235,13374,13557,386036,0,0,0,0,0,0,0,0,0,0
80230871,14113,5781,338175,0,0,0,0,0,0,0,0,0,0
75703862,1098,5096,335033,0,0,0,0,0,0,0,0,0,0
71475078,1283,11251,359928,1,0,0,0,0,0,0,0,0,0
78802611,12166,45971,329521,0,0,0,0,0,0,0,0,0,0
74761304,13844,4954,331649,0,0,0,0,0,0,0,0,0,0
69922177,11210,15270,367580,0,0,0,2,8192,0,0,6093566,0,0
84556411,12151,5790,511030,0,0,0,0,0,0,0,0,0,0
71997403,620,5731,353326,0,0,0,0,0,0,0,0,0,0
80110478,14824,14251,351890,0,0,0,0,0,0,0,0,0,0
81406390,5443,8703,474117,0,0,0,0,0,0,0,0,0,0
77651668,13219,51361,445704,0,0,0,17,2097152,0,0,72660680,0,0
81152962,12916,5630,435338,2,0,0,0,0,0,0,0,0,0
74530207,546,4221,344824,7,0,0,0,0,0,0,0,0,0
71836869,8793,12151,372222,1,0,0,0,0,0,0,0,0,0
80094917,19630,4866,430117,0,0,0,0,0,0,0,0,0,0
81763152,1162,56587,384952,0,0,0,40,5242880,0,0,58593828,0,0
74532312,1371,11882,319181,0,0,0,49,6291456,0,0,200972303,0,0
81724005,14517,4681,369076,0,0,0,0,0,0,0,0,0,0
84404447,4614,39692,428180,0,0,0,0,0,0,0,0,0,0
63531171,7037,10202,363158,2,0,0,0,0,0,0,0,0,0
82288041,1522,4878,382374,0,0,0,0,0,0,0,0,0,0
66395492,1044,8587,237022,0,0,0,0,0,0,0,0,0,0
82811206,13627,9665,286461,1,0,0,0,0,0,0,0,0,0
75820266,6889,36317,274921,3,0,0,16,2097152,0,0,18570676,0,0
66576458,1349,10751,264172,0,0,0,0,0,0,0,0,0,0
77953575,9460,12214,293404,0,0,0,0,0,0,0,0,0,0
75946764,5968,10016,359183,1,0,0,0,0,0,0,0,0,0
74232488,597,31517,404074,0,0,0,0,0,0,0,0,0,0
81144225,11627,11351,307404,1,0,0,0,0,0,0,0,0,0
80583492,5927,5501,359041,4,0,0,0,0,0,0,0,0,0
73844907,44647,8945,386059,2,0,0,0,0,0,0,0,0,0
57542841,15120,12431,297332,1,0,0,0,0,0,0,0,0,0
65125373,1389,3992,192946,2,0,0,0,0,0,0,0,0,0
74521629,6201,8549,265289,0,0,0,0,0,0,0,0,0,0
68589540,22245,5105,276280,0,0,0,0,0,0,0,0,0,0
59881816,24749,9269,259652,0,0,0,0,0,0,0,0,0,0
83027303,3186,9635,279028,1,0,0,0,0,0,0,0,0,0
83413836,11786,138981,295346,0,0,0,8,1048576,0,0,190698080,0,0
78248601,33264,22878,363573,1,0,0,8,1048576,0,0,42814240,0,0
60377910,11793,10313,394275,0,0,0,0,0,0,0,0,0,0
65405998,5812,71516,274679,1,0,0,0,0,0,0,0,0,0
63805394,9267,5863,302643,0,0,0,0,0,0,0,0,0,0
63722416,10757,16507,306467,0,0,0,0,0,0,0,0,0,0
69086225,1838,63469,267492,0,0,0,0,0,0,0,0,0,0
62039960,1135,5761,607031,0,0,0,0,0,0,0,0,0,0
65684280,691,41900,669210,0,0,0,0,0,0,0,0,0,0
78012928,4379,37822,533343,0,0,0,0,0,0,0,0,0,0
69683588,10116,6205,543059,3,0,0,0,0,0,0,0,0,0
70420369,18688,11314,496858,0,0,0,0,0,0,0,0,0,0
62353416,1199,5823,479059,0,0,0,0,0,0,0,0,0,0
62298038,1355,3758,335070,0,0,0,0,0,0,0,0,0,0
69898742,17175,10596,391161,0,0,0,8,1048576,0,0,7749861,0,0
79906244,1034,6830,435563,1,0,0,8,1048576,0,0,82072520,0,0
71231453,4198,37598,360704,0,0,0,0,0,0,0,0,0,0
83572176,7454,6556,617456,0,0,0,0,0,0,0,0,0,0
82376477,4734,77550,575153,6,0,0,0,0,0,0,0,0,0
74898457,3404,12695,570727,0,0,0,0,0,0,0,0,0,0
82432676,4291,5675,444267,0,0,0,0,0,0,0,0,0,0
80970209,338,63674,677464,0,0,0,0,0,0,0,0,0,0
80010564,16920,9312,540344,0,0,0,0,0,0,0,0,0,0
82090063,17610,50238,462159,0,0,0,8,483328,0,0,13165633,0,0
75122578,535,27275,293706,0,0,0,0,0,0,0,0,0,0
80933092,16824,9206,590042,2,0,0,0,0,0,0,0,0,0
67024511,1978,3142,448819,1,0,0,0,0,0,0,0,0,0
70782852,4271,27637,489711,0,0,0,0,0,0,0,0,0,0
65119388,15452,8029,497823,1,0,0,8,1048576,0,0,42882285,0,0
67520823,795,29489,195953,0,0,0,9,1048576,0,0,8902714,0,0
73021965,6897,74058,305386,11,0,0,0,0,0,0,0,0,0
82031284,11787,33253,319687,1,0,0,0,0,0,0,0,0,0
82379183,17789,85081,251576,0,0,0,0,0,0,0,0,0,0
70826005,1977,48430,253504,0,0,0,0,0,0,0,0,0,0
68522538,18136,72322,238791,2,0,0,0,0,0,0,0,0,0
58537435,11266,59972,276965,1,0,0,0,0,0,0,0,0,0
64128240,7624,5818,268875,1,0,0,0,0,0,0,0,0,0
63234528,18049,14935,261302,1,0,0,0,0,0,0,0,0,0
59207139,1120,5745,279542,0,0,0,0,0,0,0,0,0,0
69208561,5362,44498,326574,2,0,0,74,9584640,0,0,71821952,0,0
80953183,13467,14159,458950,1,0,0,7,901120,0,0,174195773,0,0
71162446,19835,5994,395777,2,0,0,9,1048576,0,0,40831850,0,0
71821555,11162,9948,448492,0,0,0,9,1048576,0,0,37582859,0,0
80123012,7475,6481,496154,0,0,0,0,0,0,0,0,0,0
71991157,4071,12331,388302,0,0,0,0,0,0,0,0,0,0
79265119,1697,11175,329587,0,0,0,0,0,0,0,0,0,0
69879626,2994,3934,383720,1,0,0,0,0,0,0,0,0,0
72920873,7241,49251,452367,2,0,0,0,0,0,0,0,0,0
77324376,27306,34579,444195,0,0,0,0,0,0,0,0,0,0
73384956,2643,22735,453143,0,0,0,0,0,0,0,0,0,0
79470524,8982,81682,424140,0,0,0,0,0,0,0,0,0,0
78125597,10587,60757,471413,0,0,0,0,0,0,0,0,0,0
72224528,2564,35256,507746,0,0,0,0,0,0,0,0,0,0
82373115,6056,105204,396375,0,0,0,0,0,0,0,0,0,0
81890980,17264,56844,310543,1,0,0,16,2097152,0,0,80562910,0,0
70157321,15289,31002,351204,0,0,0,0,0,0,0,0,0,0
77607606,13439,71863,296203,0,0,0,0,0,0,0,0,0,0
76347544,1873,88300,348651,0,0,0,0,0,0,0,0,0,0
69727257,11004,3721,348041,0,0,0,0,0,0,0,0,0,0
77829513,16260,79000,292766,0,0,0,0,0,0,0,0,0,0
79141657,1426,32304,278261,1,0,0,0,0,0,0,0,0,0
75076682,20228,5696,407120,0,0,0,0,0,0,0,0,0,0
73248307,11083,10770,326329,0,0,0,0,0,0,0,0,0,0
73852203,7150,10336,257710,0,0,0,0,0,0,0,0,0,0
77225891,1312,46283,302724,0,0,0,0,0,0,0,0,0,0
78722356,6399,14931,359917,1,0,0,0,0,0,0,0,0,0
78226402,1202,5808,325024,0,0,0,0,0,0,0,0,0,0
75049423,1633,8389,368542,2,0,0,16,2097152,0,0,18031446,0,0
74023956,32229,9822,318774,0,0,0,0,0,0,0,0,0,0
75687708,7882,5855,250482,0,0,0,0,0,0,0,0,0,0
77218899,907,11933,283247,0,0,0,0,0,0,0,0,0,0
84486184,12792,48647,369632,0,0,0,0,0,0,0,0,0,0
72813390,11105,5230,312305,0,0,0,0,0,0,0,0,0,0
53397178,22855,5078,342802,14,0,0,0,0,0,0,0,0,0
62208995,2624,13178,307231,0,0,0,0,0,0,0,0,0,0
67341862,15432,11695,306907,0,0,0,2,8192,0,0,154308,0,0
66110971,8105,5353,331949,0,0,0,1,4096,0,0,135893,0,0
64783551,5232,51755,291725,0,0,0,0,0,0,0,0,0,0
56958948,1134,9348,293480,2,0,0,0,0,0,0,0,0,0
65034286,13257,6218,321006,1,0,0,0,0,0,0,0,0,0
55279981,5691,13515,334143,0,0,0,0,0,0,0,0,0,0
58698131,12606,4916,314121,5,0,0,16,2097152,0,0,9757222,0,0
62343814,20091,12008,307791,0,0,0,0,0,0,0,0,0,0
60261930,5819,5978,267781,8,0,0,0,0,0,0,0,0,0
63245633,1310,34907,252556,7,0,0,0,0,0,0,0,0,0
54201518,14697,26832,331331,0,0,0,0,0,0,0,0,0,0
57143120,41142,9669,319817,0,0,0,0,0,0,0,0,0,0
59364423,12666,6226,208560,13,0,0,0,0,0,0,0,0,0
56863755,15162,10273,538593,7,0,0,0,0,0,0,0,0,0
54990137,26199,12776,472296,0,0,0,0,0,0,0,0,0,0
56999992,12419,5867,556672,0,0,0,0,0,0,0,0,0,0
57772687,8792,43399,445604,2,0,0,0,0,0,0,0,0,0
54611268,2918,6030,449473,0,0,0,0,0,0,0,0,0,0
57253381,10976,9105,484758,3,0,0,0,0,0,0,0,0,0
51296993,548,13447,587109,0,0,0,0,0,0,0,0,0,0
53957522,332,5267,512215,0,0,0,16,2097152,0,0,12012922,0,0
58070733,4667,172185,631014,0,0,0,0,0,0,0,0,0,0
55472821,304,41782,643877,0,0,0,0,0,0,0,0,0,0
52978334,46990,72789,667898,3,0,0,31,4063232,0,0,198686177,0,0
55515080,14076,76342,452936,0,0,0,33,4325376,0,0,19222917,0,0
57263298,409,63550,459977,0,0,0,0,0,0,0,0,0,0
58089059,242,97151,431647,0,0,0,0,0,0,0,0,0,0
62944030,804,94027,631377,0,0,0,0,0,0,0,0,0,0
66080528,219,4715,681139,0,0,0,0,0,0,0,0,0,0
70157834,186,8684,694655,0,0,0,0,0,0,0,0,0,0
67965155,536,10624,689620,2,0,0,0,0,0,0,0,0,0
68853856,260,173326,666478,0,0,0,0,0,0,0,0,0,0
70837537,761,3417,722167,0,0,0,0,0,0,0,0,0,0
79420843,2026,36625,745058,2,0,0,0,0,0,0,0,0,0
65054678,183,3795,713176,1,0,0,3,77824,1,0,25717103,406653,0
64518420,7648,3808,727241,0,0,0,0,0,0,0,0,0,0
60455215,1314,7423,696898,3,0,0,16,2097152,0,0,40618973,0,0
68278642,3054,3663,676777,0,0,0,0,0,0,0,0,0,0
72586945,3640,3328,727302,0,0,0,0,0,0,0,0,0,0
59021384,3327,22735,529680,1,0,0,0,0,0,0,0,0,0
53376167,3381,22364,643456,1,0,0,0,0,0,0,0,0,0
59975016,3089,3260,603127,0,0,0,0,0,0,0,0,0,0
56395975,14897,7896,435723,0,0,0,0,0,0,0,0,0,0
50202254,6372,3475,488212,0,0,0,0,0,0,0,0,0,0
47732924,9297,3309,510588,1,0,0,0,0,0,0,0,0,0
42946806,4580,51538,479572,1,0,0,0,0,0,0,0,0,0
47050446,2193,48895,430184,1,0,0,0,0,0,0,0,0,0
46726161,9232,53090,624215,0,0,0,0,0,0,0,0,0,0
52298801,6889,11667,478483,3,0,0,0,0,0,0,0,0,0
53779037,1907,69197,417995,0,0,0,16,2097152,0,0,12005126,0,0
60892284,12112,115247,594326,0,0,0,0,0,0,0,0,0,0
62636241,2769,5982,534440,1,0,0,0,0,0,0,0,0,0
48679176,5326,7637,505044,5,0,0,0,0,0,0,0,0,0
55656619,2890,194317,432991,0,0,0,0,0,0,0,0,0,0
69273350,480,24282,558783,0,0,0,0,0,0,0,0,0,0
73248322,6555,25682,734542,0,0,0,2,8192,0,0,257927,0,0
69354795,7811,29295,743385,0,0,0,0,0,0,0,0,0,0
72393990,216,32380,642319,1,0,0,0,0,0,0,0,0,0
61202720,8077,4211,649898,0,0,0,0,0,0,0,0,0,0
55422706,496,30160,818382,0,0,0,0,0,0,0,0,0,0
57477373,138,27406,813688,1,0,0,0,0,0,0,0,0,0
62838820,2343,29886,826294,0,0,0,0,0,0,0,0,0,0
66731989,419,30985,795507,6,0,0,16,2097152,0,0,81366823,0,0
74786700,2899,3847,690016,0,0,0,0,0,0,0,0,0,0
72844484,9268,4033,751097,0,0,0,0,0,0,0,0,0,0
64899691,295,31378,632028,0,0,0,0,0,0,0,0,0,0
73449744,14947,3172,706115,0,0,0,0,0,0,0,0,0,0
62633813,10815,3786,842595,0,0,0,0,0,0,0,0,0,0
72907594,1022,8503,742807,0,0,0,0,0,0,0,0,0,0
81528373,1772,3539,527960,0,0,0,0,0,0,0,0,0,0
67356895,13803,29335,394725,1,0,0,0,0,0,0,0,0,0
74630205,12782,3798,365138,1,0,0,0,0,0,0,0,0,0
65872158,10522,28164,393700,1,0,0,0,0,0,0,0,0,0
63332967,727,9291,522865,0,0,0,0,0,0,0,0,0,0
80604685,4628,10145,481977,2,0,0,0,0,0,0,0,0,0
73412137,624,23137,664239,0,0,0,0,0,0,0,0,0,0
82490937,319,33232,561300,4,0,0,16,2097152,0,0,71421764,0,0
82112341,463,5407,723341,2,0,0,0,0,0,0,0,0,0
83939193,17262,5583,603981,0,0,0,0,0,0,0,0,0,0
55180990,3444,8836,582064,0,0,0,0,0,0,0,0,0,0
74172694,5157,50466,506372,0,0,0,0,0,0,0,0,0,0
85125585,11925,70120,490115,3,0,0,0,0,0,0,0,0,0
86033627,7109,8460,309757,0,0,0,14,1835008,0,0,70061907,0,0
80562514,1158,9501,510157,0,0,0,36,4456448,0,0,45723541,0,0
72861616,12747,4603,484693,1,0,0,9,1048576,0,0,54980435,0,0
82063595,2068,8088,252913,0,0,0,0,0,0,0,0,0,0
78343082,15563,4081,292987,1,0,0,0,0,0,0,0,0,0
74182909,10856,52034,335847,0,0,0,0,0,0,0,0,0,0
71629539,7018,8712,402372,0,0,0,0,0,0,0,0,0,0
78353686,15419,28910,543045,7,0,0,0,0,0,0,0,0,0
69519083,1660,30135,346286,0,0,0,18,2097152,0,0,85477561,0,0
68991858,3501,29429,387343,0,0,0,0,0,0,0,0,0,0
58775849,2543,12871,441886,0,0,0,0,0,0,0,0,0,0
72708721,23905,13700,423954,0,0,0,0,0,0,0,0,0,0
83568960,5302,55631,683395,1,0,0,0,0,0,0,0,0,0
74035765,9158,64499,405089,1,0,0,0,0,0,0,0,0,0
70237940,643,47188,427159,1,0,0,0,0,0,0,0,0,0
79060442,6925,7829,408696,1,0,0,0,0,0,0,0,0,0
79012174,15530,4163,381117,0,0,0,0,0,0,0,0,0,0
68718035,892,31065,265116,0,0,0,0,0,0,0,0,0,0
71238207,3449,8893,263353,0,0,0,0,0,0,0,0,0,0
72510987,15302,5594,264828,1,0,0,0,0,0,0,0,0,0
78422677,7330,89425,266388,0,0,0,0,0,0,0,0,0,0
76033708,2069,25704,299956,5,0,0,0,0,0,0,0,0,0
75974327,2329,28996,342752,0,0,0,0,0,0,0,0,0,0
70297178,16137,9958,433204,0,0,0,8,1048576,0,0,31731895,0,0
70521774,13301,5855,443844,15,0,0,8,1048576,0,0,41052505,0,0
68801538,5024,32172,367957,0,0,0,0,0,0,0,0,0,0
74776845,1390,16590,477431,0,0,0,0,0,0,0,0,0,0
84066017,7080,5856,550700,1,0,0,0,0,0,0,0,0,0
68596015,5199,13562,430208,0,0,0,0,0,0,0,0,0,0
79246212,1032,69242,365384,0,0,0,2,8192,0,0,308375,0,0
78090540,9768,33981,301359,1,0,0,0,0,0,0,0,0,0
81454099,6505,42988,353329,0,0,0,0,0,0,0,0,0,0
63875378,5590,58654,357096,3,0,0,0,0,0,0,0,0,0
58946902,9399,26151,381414,0,0,0,0,0,0,0,0,0,0
68614313,6258,34308,422627,0,0,0,3,299008,0,0,1798862,0,0
73046123,952,5849,500314,0,0,0,14,1798144,0,0,49172766,0,0
67664346,11741,5714,442992,0,0,0,0,0,0,0,0,0,0
67212808,5103,62664,366929,0,0,0,0,0,0,0,0,0,0
78894596,7895,10870,375717,0,0,0,0,0,0,0,0,0,0
73962327,16320,5918,394463,0,0,0,0,0,0,0,0,0,0
68587923,14088,52120,383277,0,0,0,0,0,0,0,0,0,0
77568599,1351,5363,412163,0,0,0,0,0,0,0,0,0,0
80256954,4577,8333,318318,0,0,0,0,0,0,0,0,0,0
78862948,4780,11491,416082,0,0,0,0,0,0,0,0,0,0
78758568,3370,4096,328752,2,0,0,0,0,0,0,0,0,0
60736711,668,10755,344019,0,0,0,0,0,0,0,0,0,0
67693395,63133,10056,271185,0,0,0,0,0,0,0,0,0,0
67262178,4718,10166,228206,0,0,0,0,0,0,0,0,0,0
74688895,7266,5396,383888,0,0,0,16,2097152,0,0,15352319,0,0
72494580,5891,64767,411802,0,0,0,0,0,0,0,0,0,0
75150986,6133,7974,478545,0,0,0,0,0,0,0,0,0,0
73497587,1689,27819,529736,0,0,0,0,0,0,0,0,0,0
65409934,839,5204,611269,0,0,0,0,0,0,0,0,0,0
68369084,1541,5328,560671,0,0,0,0,0,0,0,0,0,0
65819390,6981,9392,624623,0,0,0,0,0,0,0,0,0,0
64261949,7513,101776,551659,4,0,0,0,0,0,0,0,0,0
66509374,1665,80709,316339,0,0,0,0,0,0,0,0,0,0
64326020,1072,31615,298533,0,0,0,0,0,0,0,0,0,0
78547321,5171,10239,319329,1,0,0,0,0,0,0,0,0,0
76972973,2026,4165,365866,0,0,0,0,0,0,0,0,0,0
71538961,8646,13137,520856,0,0,0,56,7340032,0,0,140500467,0,0
72931268,2428,4053,504264,1,0,0,0,0,0,0,0,0,0
60695898,16210,4202,462260,0,0,0,12,1343488,0,0,96663999,0,0
81737894,13489,9124,488886,0,0,0,6,753664,0,0,23061682,0,0
70339303,12683,9993,525032,1,0,0,0,0,0,0,0,0,0
80681073,473,5319,233563,0,0,0,0,0,0,0,0,0,0
83535471,300,36187,341555,0,0,0,0,0,0,0,0,0,0
80302684,12459,5273,492256,0,0,0,0,0,0,0,0,0,0
69493078,512,3854,451852,0,0,0,0,0,0,0,0,0,0
69314768,439,11057,546184,0,0,0,0,0,0,0,0,0,0
62019413,15750,33198,557309,0,0,0,0,0,0,0,0,0,0
62398832,6032,8549,521785,0,0,0,0,0,0,0,0,0,0
68175985,12906,30854,532948,0,0,0,0,0,0,0,0,0,0
57772836,14080,60155,500129,0,0,0,0,0,0,0,0,0,0
64036581,1130,14698,257173,0,0,0,0,0,0,0,0,0,0
63697326,729,6057,326431,0,0,0,0,0,0,0,0,0,0
63904223,16429,5924,276767,0,0,0,0,0,0,0,0,0,0
68502624,17726,33971,290951,0,0,0,8,1048576,0,0,36057628,0,0
67159952,10997,4023,475474,0,0,0,8,1048576,0,0,47884932,0,0
66395303,735,8384,675851,0,0,0,0,0,0,0,0,0,0
70200390,242,33202,576602,0,0,0,0,0,0,0,0,0,0
72708748,8826,4385,381905,1,0,0,0,0,0,0,0,0,0
76339168,6487,67104,422535,0,0,0,0,0,0,0,0,0,0
69400295,231,9662,394996,0,0,0,0,0,0,0,0,0,0
70035921,5769,8835,521632,0,0,0,0,0,0,0,0,0,0
77784536,5076,5911,514519,0,0,0,2,8192,0,0,264470,0,0
75603573,388,14067,615040,0,0,0,0,0,0,0,0,0,0
75395566,1110,4798,710108,0,0,0,0,0,0,0,0,0,0
75988648,907,4012,745697,2,0,0,8,1048576,0,0,10972807,0,0
79296516,336,69767,666936,1,0,0,9,1048576,0,0,54310954,0,0
74969371,922,5680,466823,0,0,0,0,0,0,0,0,0,0
81160374,274,9967,663698,1,0,0,0,0,0,0,0,0,0
75913513,5393,4203,763934,0,0,0,0,0,0,0,0,0,0
77078691,6441,4059,780491,0,0,0,0,0,0,0,0,0,0
76654005,35272,13294,704706,0,0,0,0,0,0,0,0,0,0
68829821,9204,3616,669356,0,0,0,0,0,0,0,0,0,0
71804783,7609,7452,509552,0,0,0,0,0,0,0,0,0,0
69770771,571,11475,463270,0,0,0,0,0,0,0,0,0,0
61946943,8238,3533,341493,0,0,0,0,0,0,0,0,0,0
57138267,5362,3813,477116,1,0,0,0,0,0,0,0,0,0
59690672,933,7693,380183,0,0,0,0,0,0,0,0,0,0
57393003,11135,3495,272696,0,0,0,0,0,0,0,0,0,0
58460649,728,3871,311073,0,0,0,18,2097152,0,0,75159434,0,0
66300783,14645,7467,410860,0,0,0,0,0,0,0,0,0,0
63869226,5407,21665,486181,0,0,0,0,0,0,0,0,0,0
67911508,663,48072,546676,0,0,0,0,0,0,0,0,0,0
74394241,22306,37997,272061,0,0,0,0,0,0,0,0,0,0
70006569,1804,37247,296216,0,0,0,0,0,0,0,0,0,0
70324091,6424,4054,387908,0,0,0,0,0,0,0,0,0,0
70112935,1565,37470,320520,0,0,0,0,0,0,0,0,0,0
70130950,15115,22615,250149,0,0,0,0,0,0,0,0,0,0
67244045,523,14662,296627,0,0,0,0,0,0,0,0,0,0
67904972,4693,9064,330901,23,0,0,0,0,0,0,0,0,0
59842218,3304,3934,510541,3,0,0,0,0,0,0,0,0,0
63206629,305,28509,492430,0,0,0,0,0,0,0,0,0,0
60059373,5648,45159,711676,0,0,0,10,1310720,0,0,46304860,0,0
63223773,2555,8328,711432,0,0,0,6,786432,0,0,8076341,0,0
75867222,15815,10131,694700,0,0,0,0,0,0,0,0,0,0
51776187,13543,61832,733358,3,0,0,0,0,0,0,0,0,0
50713110,2060,9739,766628,0,0,0,37,4718592,0,0,108919837,0,0
63749443,1157,9985,569250,0,0,0,12,1572864,0,0,6728174,0,0
59422220,16479,4606,489471,0,0,0,0,0,0,0,0,0,0
80075707,611,5936,529631,0,0,0,0,0,0,0,0,0,0
81395073,699,13066,286937,1,0,0,7,73728,0,0,578319,0,0
75261438,20476,3798,496415,2,0,0,3,12288,0,0,319364,0,0
83776346,6356,3541,475268,0,0,0,0,0,0,0,0,0,0
67704123,507,6969,520444,6,0,0,0,0,0,0,0,0,0
70093371,6490,3383,534161,0,0,0,0,0,0,0,0,0,0
76994833,323,3408,515478,1,0,0,0,0,0,0,0,0,0
73891684,26237,31805,540518,0,0,0,0,0,0,0,0,0,0
76540888,5707,7432,771352,0,0,0,8,1048576,0,0,123935891,0,0
72742633,10757,4076,755906,0,0,0,8,1048576,0,0,72148131,0,0
76115941,5961,10272,612874,0,0,0,0,0,0,0,0,0,0
71443981,3577,5267,628100,0,0,0,0,0,0,0,0,0,0
68037743,26390,22301,647941,0,0,0,0,0,0,0,0,0,0
62594249,4303,6717,522740,0,0,0,0,0,0,0,0,0,0
65617820,939,6224,547407,0,0,0,1,4096,0,0,119296,0,0
71300630,9737,8622,330567,0,0,0,0,0,0,0,0,0,0
73120221,10848,6980,531617,0,0,0,2,8192,0,0,281791,0,0
79572951,2146,3782,505769,0,0,0,0,0,0,0,0,0,0
75728965,4223,8185,370368,0,0,0,0,0,0,0,0,0,0
78570637,6247,39465,311195,0,0,0,0,0,0,0,0,0,0
77689912,466,3954,285074,1,0,0,0,0,0,0,0,0,0
59295511,525,59463,524749,1,0,0,0,0,0,0,0,0,0
69860854,18534,16268,519724,0,0,0,16,2097152,0,0,52176373,0,0
80890004,7191,5268,390722,0,0,0,0,0,0,0,0,0,0
72703363,841,25881,415051,3,0,0,0,0,0,0,0,0,0
65598855,6506,92657,499529,0,0,0,0,0,0,0,0,0,0
66904519,6684,4074,297807,0,0,0,0,0,0,0,0,0,0
71662788,1269,34628,373155,5,0,0,0,0,0,0,0,0,0
79710590,21633,5366,473257,0,0,0,0,0,0,0,0,0,0
84675039,13585,5506,528370,0,0,0,0,0,0,0,0,0,0
81087037,18801,182690,504781,0,0,0,0,0,0,0,0,0,0
81725262,441,15097,471811,0,0,0,0,0,0,0,0,0,0
80263267,11814,4381,332073,0,0,0,0,0,0,0,0,0,0
76812309,9419,44507,479955,0,0,0,0,0,0,0,0,0,0
66646749,787,6128,407754,0,0,0,0,0,0,0,0,0,0
72603522,1082,14252,206652,8,0,0,0,0,0,0,0,0,0
72876393,14673,4855,457853,14,0,0,0,0,0,0,0,0,0
71299419,3650,4303,321685,0,0,0,16,2097152,0,0,15144727,0,0
72263373,14156,54965,294847,0,0,0,0,0,0,0,0,0,0
75917617,5185,14344,246255,0,0,0,0,0,0,0,0,0,0
77555951,17766,6182,257055,10,0,0,0,0,0,0,0,0,0
80787704,918,12995,271346,0,0,0,0,0,0,0,0,0,0
85413109,14171,67002,480065,0,0,0,0,0,0,0,0,0,0
75715187,5707,4317,497483,0,0,0,0,0,0,0,0,0,0
78395319,20123,8961,302115,0,0,0,0,0,0,0,0,0,0
78317832,1079,4881,267237,0,0,0,0,0,0,0,0,0,0
82045539,1139,33802,241084,0,0,0,0,0,0,0,0,0,0
78006346,16357,15589,276938,1,0,0,0,0,0,0,0,0,0
77093761,11915,5286,268976,0,0,0,0,0,0,0,0,0,0
76624641,595,102685,252209,0,0,0,0,0,0,0,0,0,0
75598513,20597,17779,281100,0,0,0,0,0,0,0,0,0,0
65161819,14749,7121,398771,3,0,0,1,4096,0,0,12857527,0,0
67599137,1179,4515,425084,0,0,0,16,2097152,0,0,38288958,0,0
59070193,14154,36020,426754,3,0,0,0,0,0,0,0,0,0
64858924,4240,6052,445201,0,0,0,0,0,0,0,0,0,0
63888932,3417,16294,269743,0,0,0,0,0,0,0,0,0,0
67183905,15376,40131,432880,0,0,0,0,0,0,0,0,0,0
67269436,844,5897,514952,0,0,0,0,0,0,0,0,0,0
61117976,1035,17458,537172,0,0,0,0,0,0,0,0,0,0
73308193,10818,8440,451922,0,0,0,0,0,0,0,0,0,0
79108128,52013,5216,325351,0,0,0,32,4194304,0,0,24756749,0,0
71222881,8737,32616,224109,0,0,0,8,1048576,0,0,4603836,0,0
73730208,2094,7534,315401,0,0,0,0,0,0,0,0,0,0
73440135,918,49000,332150,0,0,0,0,0,0,0,0,0,0
73152560,5353,25610,370824,1,0,0,0,0,0,0,0,0,0
70367716,1695,5660,328896,0,0,0,0,0,0,0,0,0,0
75014796,5013,8586,317424,0,0,0,8,1048576,0,0,183071193,0,0
84982482,5671,13483,363677,1,0,0,8,1048576,0,0,32208328,0,0
77696898,406,3824,348694,0,0,0,0,0,0,0,0,0,0
62619303,235,32470,426023,0,0,0,0,0,0,0,0,0,0
70691749,611,10919,621661,0,0,0,0,0,0,0,0,0,0
79719377,3854,91912,649281,0,0,0,0,0,0,0,0,0,0
71678879,1587,78608,697077,0,0,0,0,0,0,0,0,0,0
62999413,8073,39765,745225,0,0,0,0,0,0,0,0,0,0
63043411,831,9624,695347,0,0,0,2,8192,0,0,201356,0,0
70662084,416,5386,641006,0,0,0,0,0,0,0,0,0,0
70758892,20848,12126,693957,0,0,0,0,0,0,0,0,0,0
75588681,7332,5876,310170,0,0,0,0,0,0,0,0,0,0
72056404,1167,8523,430130,2,0,0,8,1048576,0,0,45384475,0,0
77294204,1701,11155,384697,0,0,0,9,1048576,0,0,23962742,0,0
69881557,6914,26532,448380,0,0,0,0,0,0,0,0,0,0
66096267,5932,11169,436067,1,0,0,0,0,0,0,0,0,0
73603387,14300,3950,339985,0,0,0,0,0,0,0,0,0,0
69257549,11244,3767,252915,0,0,0,0,0,0,0,0,0,0
75404719,13421,7869,372616,0,0,0,0,0,0,0,0,0,0
79739961,817,4162,278856,0,0,0,0,0,0,0,0,0,0
69485739,11025,28115,311543,0,0,0,0,0,0,0,0,0,0
67398559,19217,39874,521164,4,0,0,0,0,0,0,0,0,0
69413749,1154,38079,468488,0,0,0,0,0,0,0,0,0,0
69573985,18843,4855,312855,0,0,0,0,0,0,0,0,0,0
